# Title: June - August 2024 Contiguous U.S. County Average Temperature
# Units: Degrees Fahrenheit
# Missing: -99
# Note: Period of Record: 130 Years
ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
KS-189,Stevens County,Kansas,79,113,2.2,76.8
KS-191,Sumner County,Kansas,80.8,110,1.6,79.2
KS-193,Thomas County,Kansas,75.7,106,2,73.8
KS-195,Trego County,Kansas,77.2,96,1.3,75.9
KS-197,Wabaunsee County,Kansas,76.7,82,0.6,76.1
KS-199,Wallace County,Kansas,76.1,116,2.4,73.7
KS-201,Washington County,Kansas,75.7,60,-0,75.7
KS-203,Wichita County,Kansas,76,99,1.3,74.7
KS-205,Wilson County,Kansas,79.1,96,1,78.1
KS-207,Woodson County,Kansas,78.3,96,1,77.2
KS-209,Wyandotte County,Kansas,77.1,89,0.9,76.2
KY-001,Adair County,Kentucky,76.2,111,1.8,74.4
KY-003,Allen County,Kentucky,76.9,91,1,75.9
KY-005,Anderson County,Kentucky,76.1,111,2,74.1
KY-007,Ballard County,Kentucky,77.9,89,0.9,77
KY-009,Barren County,Kentucky,76.8,94,1.1,75.7
KY-011,Bath County,Kentucky,74.4,87,0.8,73.6
KY-013,Bell County,Kentucky,73.3,101,1,72.2
KY-015,Boone County,Kentucky,75.5,108,2,73.5
KY-017,Bourbon County,Kentucky,75.1,107,1.7,73.3
KY-019,Boyd County,Kentucky,75.3,121,2.4,72.9
KY-021,Boyle County,Kentucky,75.6,109,2,73.6
KY-023,Bracken County,Kentucky,74.3,94,1.1,73.2
KY-025,Breathitt County,Kentucky,75.3,104,1.2,74.1
KY-027,Breckinridge County,Kentucky,74.8,58,-0,74.9
KY-029,Bullitt County,Kentucky,76.5,95,1.3,75.2
KY-031,Butler County,Kentucky,76.7,88,0.8,75.9
KY-033,Caldwell County,Kentucky,76.8,74,0.1,76.7
KY-035,Calloway County,Kentucky,78,94,1,77
KY-037,Campbell County,Kentucky,75.6,109,1.8,73.8
KY-039,Carlisle County,Kentucky,78.1,91,0.9,77.2
KY-041,Carroll County,Kentucky,75.9,105,1.7,74.2
KY-043,Carter County,Kentucky,74.1,107,1.5,72.6
KY-045,Casey County,Kentucky,75.2,109,1.8,73.4
KY-047,Christian County,Kentucky,76.4,57,-0,76.5
KY-049,Clark County,Kentucky,75.4,110,1.8,73.6
KY-051,Clay County,Kentucky,74.7,103,1.3,73.4
KY-053,Clinton County,Kentucky,75.8,110,1.7,74.1
KY-055,Crittenden County,Kentucky,76.7,71,0,76.6
KY-057,Cumberland County,Kentucky,76.6,107,1.5,75.1
KY-059,Daviess County,Kentucky,76,58,-0,76
KY-061,Edmonson County,Kentucky,76.8,96,1.2,75.6
KY-063,Elliott County,Kentucky,73.7,92,0.8,72.9
KY-065,Estill County,Kentucky,75.4,100,1.3,74.2
KY-067,Fayette County,Kentucky,75.7,118,2.3,73.4
KY-069,Fleming County,Kentucky,73.8,85,0.6,73.2
KY-071,Floyd County,Kentucky,74.6,88,0.6,73.9
KY-073,Franklin County,Kentucky,76.1,111,2,74.1
KY-075,Fulton County,Kentucky,78.3,84,0.4,77.9
KY-077,Gallatin County,Kentucky,76,107,2,74
KY-079,Garrard County,Kentucky,75.7,110,1.8,73.8
KY-081,Grant County,Kentucky,75.4,104,1.8,73.6
KY-083,Graves County,Kentucky,78,91,0.9,77.1
KY-085,Grayson County,Kentucky,75.7,90,0.9,74.8
KY-087,Green County,Kentucky,76.5,106,1.4,75.1
KY-089,Greenup County,Kentucky,74.8,118,2.2,72.6
KY-091,Hancock County,Kentucky,74.8,41,-0.8,75.6
KY-093,Hardin County,Kentucky,75.6,92,1,74.6
KY-095,Harlan County,Kentucky,72.1,103,1.1,71
KY-097,Harrison County,Kentucky,75,98,1.5,73.6
KY-099,Hart County,Kentucky,76.3,96,1.2,75.2
KY-101,Henderson County,Kentucky,76.9,74,0.3,76.6
KY-103,Henry County,Kentucky,75.5,103,1.5,73.9
KY-105,Hickman County,Kentucky,78.2,91,0.8,77.4
KY-107,Hopkins County,Kentucky,77,76,0.4,76.6
KY-109,Jackson County,Kentucky,74.3,101,1.3,73
KY-111,Jefferson County,Kentucky,76.3,89,1,75.3
KY-113,Jessamine County,Kentucky,76.1,117,2.3,73.7
KY-115,Johnson County,Kentucky,74.1,86,0.6,73.5
KY-117,Kenton County,Kentucky,75.4,108,1.9,73.5
KY-119,Knott County,Kentucky,73.9,88,0.8,73.1
KY-121,Knox County,Kentucky,74.3,102,1.2,73.2
KY-123,Larue County,Kentucky,75.7,97,1.2,74.6
KY-125,Laurel County,Kentucky,74.6,104,1.5,73.1
KY-127,Lawrence County,Kentucky,74.5,104,1.4,73.1
KY-129,Lee County,Kentucky,75.3,98,1,74.3
KY-131,Leslie County,Kentucky,74.1,102,1.2,72.9
KY-133,Letcher County,Kentucky,72.6,90,0.6,72
KY-135,Lewis County,Kentucky,73.6,94,0.9,72.7
KY-137,Lincoln County,Kentucky,74.9,106,1.6,73.3
KY-139,Livingston County,Kentucky,77,70,0.1,76.9
KY-141,Logan County,Kentucky,76.2,60,-0.1,76.2
KY-143,Lyon County,Kentucky,77.3,75,0.3,77
KY-145,McCracken County,Kentucky,77.9,88,0.8,77.1
KY-147,McCreary County,Kentucky,74.1,97,1.1,73
KY-149,McLean County,Kentucky,76.8,80,0.5,76.3
KY-151,Madison County,Kentucky,75.7,109,1.8,73.9
KY-153,Magoffin County,Kentucky,74.3,91,0.8,73.5
KY-155,Marion County,Kentucky,76,107,1.6,74.3
KY-157,Marshall County,Kentucky,78,87,0.7,77.3
KY-159,Martin County,Kentucky,74.7,95,1,73.7
KY-161,Mason County,Kentucky,73.6,89,0.7,72.9
KY-163,Meade County,Kentucky,75,75,0.2,74.8
KY-165,Menifee County,Kentucky,74.1,87,0.7,73.4
KY-167,Mercer County,Kentucky,76.1,112,2.2,73.9
KY-169,Metcalfe County,Kentucky,76.1,99,1.2,74.8
KY-171,Monroe County,Kentucky,76.3,96,1.1,75.2
KY-173,Montgomery County,Kentucky,74.8,101,1.4,73.4
KY-175,Morgan County,Kentucky,74,83,0.5,73.5
KY-177,Muhlenberg County,Kentucky,76.3,62,0.1,76.3
KY-179,Nelson County,Kentucky,76.1,99,1.3,74.8
KY-181,Nicholas County,Kentucky,74.5,97,1.2,73.3
KY-183,Ohio County,Kentucky,76,78,0.4,75.6
KY-185,Oldham County,Kentucky,75.1,85,0.7,74.4
KY-187,Owen County,Kentucky,75.7,104,1.9,73.8
KY-189,Owsley County,Kentucky,75.3,105,1.3,74
KY-191,Pendleton County,Kentucky,75.2,97,1.4,73.7
KY-193,Perry County,Kentucky,74.5,101,1,73.5
KY-195,Pike County,Kentucky,74.4,92,0.9,73.6
KY-197,Powell County,Kentucky,75.1,98,1.1,74
KY-199,Pulaski County,Kentucky,75,103,1.5,73.5
KY-201,Robertson County,Kentucky,74.3,92,1,73.3
KY-203,Rockcastle County,Kentucky,74.5,102,1.4,73.1
KY-205,Rowan County,Kentucky,73.4,77,0.3,73.1
KY-207,Russell County,Kentucky,75.9,108,1.9,74
KY-209,Scott County,Kentucky,75.6,112,2.1,73.6
KY-211,Shelby County,Kentucky,75.3,95,1.3,74
KY-213,Simpson County,Kentucky,76.7,83,0.6,76.1
KY-215,Spencer County,Kentucky,75.9,96,1.3,74.6
KY-217,Taylor County,Kentucky,76.1,111,1.7,74.4
KY-219,Todd County,Kentucky,76.2,60,-0,76.2
KY-221,Trigg County,Kentucky,77,73,0.3,76.8
KY-223,Trimble County,Kentucky,75.2,94,1.1,74.1
KY-225,Union County,Kentucky,77,74,0.3,76.8
KY-227,Warren County,Kentucky,77.4,97,1.2,76.2
KY-229,Washington County,Kentucky,76,108,1.8,74.2
KY-231,Wayne County,Kentucky,75.2,106,1.6,73.6
KY-233,Webster County,Kentucky,77.1,80,0.4,76.7
KY-235,Whitley County,Kentucky,74.1,97,0.8,73.2
KY-237,Wolfe County,Kentucky,74.7,97,0.9,73.8
KY-239,Woodford County,Kentucky,76.3,119,2.4,73.8
LA-001,Acadia Parish,Louisiana,83.3,122,1.4,81.9
LA-003,Allen Parish,Louisiana,82.7,116,1.2,81.5
LA-005,Ascension Parish,Louisiana,83.7,128,2.6,81.1
LA-007,Assumption Parish,Louisiana,83.5,127,2.4,81.1
LA-009,Avoyelles Parish,Louisiana,82.6,118,1.2,81.4
LA-011,Beauregard Parish,Louisiana,82.7,121,1.6,81.1
LA-013,Bienville Parish,Louisiana,81.9,108,1.5,80.4
LA-015,Bossier Parish,Louisiana,82.4,103,1.3,81.1
LA-017,Caddo Parish,Louisiana,82.5,97,1.1,81.4
LA-019,Calcasieu Parish,Louisiana,83.4,124,1.8,81.6
LA-021,Caldwell Parish,Louisiana,82.1,112,1.3,80.7
LA-023,Cameron Parish,Louisiana,83.5,124,1.6,81.9
LA-025,Catahoula Parish,Louisiana,82.3,108,1.1,81.2
LA-027,Claiborne Parish,Louisiana,81.3,102,1.2,80.1
LA-029,Concordia Parish,Louisiana,82.4,116,1.3,81.1
LA-031,De Soto Parish,Louisiana,82.2,103,1.2,81
LA-033,East Baton Rouge Parish,Louisiana,83.8,129,2.8,81
LA-035,East Carroll Parish,Louisiana,82.3,117,1.7,80.6
LA-037,East Feliciana Parish,Louisiana,82.9,127,2.4,80.4
LA-039,Evangeline Parish,Louisiana,82.8,118,1.2,81.6
LA-041,Franklin Parish,Louisiana,82.1,107,1.2,80.9
LA-043,Grant Parish,Louisiana,81.9,100,0.8,81.1
LA-045,Iberia Parish,Louisiana,83,125,1.6,81.4
LA-047,Iberville Parish,Louisiana,83.5,126,2.3,81.2
LA-049,Jackson Parish,Louisiana,81.7,111,1.6,80.1
LA-051,Jefferson Parish,Louisiana,84.1,127,2.5,81.6
LA-053,Jefferson Davis Parish,Louisiana,83.1,114,1,82.1
LA-055,Lafayette Parish,Louisiana,83.6,126,2,81.5
LA-057,Lafourche Parish,Louisiana,83.9,127,2.5,81.5
LA-059,La Salle Parish,Louisiana,82.2,110,1.1,81.1
LA-061,Lincoln Parish,Louisiana,81.6,112,1.6,80
LA-063,Livingston Parish,Louisiana,83.7,129,2.8,80.9
LA-065,Madison Parish,Louisiana,82,110,1.4,80.7
LA-067,Morehouse Parish,Louisiana,82,113,1.6,80.4
LA-069,Natchitoches Parish,Louisiana,82.2,103,1.2,81
LA-071,Orleans Parish,Louisiana,84.3,128,3.1,81.3
LA-073,Ouachita Parish,Louisiana,82.1,112,1.6,80.5
LA-075,Plaquemines Parish,Louisiana,84.2,128,2.7,81.5
LA-077,Pointe Coupee Parish,Louisiana,83.4,126,2.2,81.2
LA-079,Rapides Parish,Louisiana,82.2,102,0.9,81.3
LA-081,Red River Parish,Louisiana,82.4,107,1.4,81
LA-083,Richland Parish,Louisiana,82.2,113,1.4,80.7
LA-085,Sabine Parish,Louisiana,82.1,111,1.5,80.6
LA-087,St. Bernard Parish,Louisiana,84.1,128,2.9,81.2
LA-089,St. Charles Parish,Louisiana,84,127,2.5,81.5
LA-091,St. Helena Parish,Louisiana,82.7,127,2.4,80.3
LA-093,St. James Parish,Louisiana,83.8,128,2.5,81.3
LA-095,St. John the Baptist Parish,Louisiana,83.9,127,2.6,81.4
LA-097,St. Landry Parish,Louisiana,83.2,126,1.8,81.4
LA-099,St. Martin Parish,Louisiana,83.3,126,2,81.3
LA-101,St. Mary Parish,Louisiana,83,126,1.8,81.2
LA-103,St. Tammany Parish,Louisiana,83.9,129,3.4,80.5
LA-105,Tangipahoa Parish,Louisiana,83.3,128,2.9,80.5
LA-107,Tensas Parish,Louisiana,81.9,99,1,81
LA-109,Terrebonne Parish,Louisiana,83.7,126,2.4,81.3
LA-111,Union Parish,Louisiana,81.7,109,1.5,80.2
LA-113,Vermilion Parish,Louisiana,83.4,125,1.6,81.7
LA-115,Vernon Parish,Louisiana,82.1,118,1.5,80.6
LA-117,Washington Parish,Louisiana,82.9,127,2.7,80.2
LA-119,Webster Parish,Louisiana,82,105,1.3,80.7
LA-121,West Baton Rouge Parish,Louisiana,83.8,127,2.6,81.2
LA-123,West Carroll Parish,Louisiana,82.2,115,1.7,80.6
LA-125,West Feliciana Parish,Louisiana,83,125,2.2,80.8
LA-127,Winn Parish,Louisiana,81.9,104,1.3,80.7
ME-001,Androscoggin County,Maine,69.1,130,4.1,65
ME-003,Aroostook County,Maine,65.7,130,4.1,61.6
ME-005,Cumberland County,Maine,69,130,3.7,65.3
ME-007,Franklin County,Maine,64.5,130,3.4,61.1
ME-009,Hancock County,Maine,67.5,130,3.5,64
ME-011,Kennebec County,Maine,69.1,130,4,65.1
ME-013,Knox County,Maine,67.2,130,3.8,63.5
ME-015,Lincoln County,Maine,68.2,130,4,64.2
ME-017,Oxford County,Maine,66.3,130,3.5,62.8
ME-019,Penobscot County,Maine,67.5,130,3.6,63.9
ME-021,Piscataquis County,Maine,65.3,130,3.6,61.7
ME-023,Sagadahoc County,Maine,69,130,4.2,64.9
ME-025,Somerset County,Maine,65,130,3.2,61.7
ME-027,Waldo County,Maine,67.8,130,3.7,64.1
ME-029,Washington County,Maine,66.6,130,3.6,63
ME-031,York County,Maine,69.4,130,3.6,65.8
MD-001,Allegany County,Maryland,73,118,2.2,70.8
MD-003,Anne Arundel County,Maryland,78.7,129,4,74.7
MD-005,Baltimore County,Maryland,76.6,129,4,72.6
MD-009,Calvert County,Maryland,78.1,129,3.6,74.6
MD-011,Caroline County,Maryland,76.9,124,3.1,73.8
MD-013,Carroll County,Maryland,74.8,128,3.4,71.5
MD-015,Cecil County,Maryland,75.6,121,2.5,73.2
MD-017,Charles County,Maryland,78.6,129,3.9,74.7
MD-019,Dorchester County,Maryland,77.8,125,3.2,74.6
MD-021,Frederick County,Maryland,75.3,129,3.1,72.2
MD-023,Garrett County,Maryland,68.7,124,2.7,66
MD-025,Harford County,Maryland,76.3,126,3.1,73.2
MD-027,Howard County,Maryland,76.2,129,3.9,72.3
MD-029,Kent County,Maryland,77.6,127,3.5,74.1
MD-031,Montgomery County,Maryland,76.4,129,3.7,72.8
MD-033,Prince George&#039;s County,Maryland,77.9,129,3.8,74.1
MD-035,Queen Anne&#039;s County,Maryland,77.5,127,3.4,74.1
MD-037,St. Mary&#039;s County,Maryland,78.3,129,3.5,74.8
MD-039,Somerset County,Maryland,77.3,118,2.6,74.7
MD-041,Talbot County,Maryland,77.7,123,3,74.7
MD-043,Washington County,Maryland,75.1,128,3.1,72
MD-045,Wicomico County,Maryland,76.8,120,2.8,74.1
MD-047,Worcester County,Maryland,76.2,117,2.4,73.9
MD-510,Baltimore City,Maryland,79.1,129,4.7,74.4
MD-511,Washington,District of Columbia,78.4,129,4,74.3
MA-001,Barnstable County,Massachusetts,70.8,127,3.7,67.1
MA-003,Berkshire County,Massachusetts,68.1,128,3.4,64.8
MA-005,Bristol County,Massachusetts,72.1,127,3.7,68.4
MA-007,Dukes County,Massachusetts,71,127,3.6,67.4
MA-009,Essex County,Massachusetts,70.8,126,3.1,67.7
MA-011,Franklin County,Massachusetts,70,126,3.5,66.5
MA-013,Hampden County,Massachusetts,70.7,125,3.1,67.7
MA-015,Hampshire County,Massachusetts,70.3,127,3,67.4
MA-017,Middlesex County,Massachusetts,72.1,128,3.8,68.3
MA-019,Nantucket County,Massachusetts,69,126,3.7,65.3
MA-021,Norfolk County,Massachusetts,72.3,128,4,68.3
MA-023,Plymouth County,Massachusetts,72.4,128,4.1,68.3
MA-025,Suffolk County,Massachusetts,72.5,127,4,68.5
MA-027,Worcester County,Massachusetts,70.6,128,3.8,66.9
MI-001,Alcona County,Michigan,67.2,113,2.8,64.4
MI-003,Alger County,Michigan,63.6,97,1.4,62.2
MI-005,Allegan County,Michigan,70.3,89,1.1,69.2
MI-007,Alpena County,Michigan,67.7,121,3.4,64.3
MI-009,Antrim County,Michigan,67.4,111,2.7,64.7
MI-011,Arenac County,Michigan,69.1,115,2.7,66.4
MI-013,Baraga County,Michigan,63,99,1.7,61.3
MI-015,Barry County,Michigan,70.5,103,1.5,69
MI-017,Bay County,Michigan,70.3,115,2.6,67.7
MI-019,Benzie County,Michigan,67.6,117,3.4,64.2
MI-021,Berrien County,Michigan,71.5,99,1.5,70
MI-023,Branch County,Michigan,70.7,100,1.4,69.3
MI-025,Calhoun County,Michigan,70.8,105,1.8,69
MI-027,Cass County,Michigan,71,101,1.4,69.6
MI-029,Charlevoix County,Michigan,67.3,113,2.5,64.8
MI-031,Cheboygan County,Michigan,66.6,110,2.3,64.3
MI-033,Chippewa County,Michigan,64.2,111,2.5,61.7
MI-035,Clare County,Michigan,67.6,109,1.9,65.7
MI-037,Clinton County,Michigan,70,94,1.3,68.7
MI-039,Crawford County,Michigan,66.4,111,2.2,64.2
MI-041,Delta County,Michigan,64.3,91,1.1,63.2
MI-043,Dickinson County,Michigan,64.8,103,1.9,62.9
MI-045,Eaton County,Michigan,70.2,101,1.5,68.8
MI-047,Emmet County,Michigan,66.1,109,2.3,63.8
MI-049,Genesee County,Michigan,70.3,107,2,68.3
MI-051,Gladwin County,Michigan,68.9,112,2.3,66.6
MI-053,Gogebic County,Michigan,62.7,61,0.4,62.3
MI-055,Grand Traverse County,Michigan,67.6,113,3.1,64.6
MI-057,Gratiot County,Michigan,69.6,94,1.3,68.3
MI-059,Hillsdale County,Michigan,70.5,103,1.6,68.8
MI-061,Houghton County,Michigan,64.2,103,1.9,62.3
MI-063,Huron County,Michigan,68.8,117,2.6,66.2
MI-065,Ingham County,Michigan,69.8,101,1.3,68.5
MI-067,Ionia County,Michigan,69.9,98,1.4,68.5
MI-069,Iosco County,Michigan,68.1,116,2.8,65.3
MI-071,Iron County,Michigan,63.1,100,1.5,61.5
MI-073,Isabella County,Michigan,68.6,98,1.5,67.1
MI-075,Jackson County,Michigan,70,98,1.4,68.6
MI-077,Kalamazoo County,Michigan,71.1,102,1.7,69.4
MI-079,Kalkaska County,Michigan,66.7,111,2.4,64.4
MI-081,Kent County,Michigan,69.7,96,1.4,68.3
MI-083,Keweenaw County,Michigan,63.8,119,2.9,61
MI-085,Lake County,Michigan,67.1,93,1.2,65.9
MI-087,Lapeer County,Michigan,70.4,113,2.4,68
MI-089,Leelanau County,Michigan,67.2,112,3,64.2
MI-091,Lenawee County,Michigan,71.5,104,1.8,69.7
MI-093,Livingston County,Michigan,69.9,106,1.9,68.1
MI-095,Luce County,Michigan,63.4,105,2,61.3
MI-097,Mackinac County,Michigan,64.2,105,2,62.3
MI-099,Macomb County,Michigan,72.5,120,3.1,69.4
MI-101,Manistee County,Michigan,67.1,107,2.1,65
MI-103,Marquette County,Michigan,63.6,99,1.7,61.9
MI-105,Mason County,Michigan,67.2,97,1.4,65.7
MI-107,Mecosta County,Michigan,67.5,89,1.1,66.4
MI-109,Menominee County,Michigan,65.6,92,1.3,64.4
MI-111,Midland County,Michigan,69.9,109,2,67.9
MI-113,Missaukee County,Michigan,66.5,106,2,64.5
MI-115,Monroe County,Michigan,72.6,110,2.2,70.4
MI-117,Montcalm County,Michigan,68.7,94,1.3,67.4
MI-119,Montmorency County,Michigan,67.2,116,2.8,64.4
MI-121,Muskegon County,Michigan,69.6,107,2.2,67.4
MI-123,Newaygo County,Michigan,68.1,94,1.3,66.8
MI-125,Oakland County,Michigan,70.9,111,2.3,68.6
MI-127,Oceana County,Michigan,68.1,103,1.8,66.2
MI-129,Ogemaw County,Michigan,67.6,112,2.6,65
MI-131,Ontonagon County,Michigan,63.6,87,1.1,62.6
MI-133,Osceola County,Michigan,66.6,97,1.4,65.2
MI-135,Oscoda County,Michigan,66.9,113,2.6,64.3
MI-137,Otsego County,Michigan,66.4,113,2.7,63.8
MI-139,Ottawa County,Michigan,70,99,1.6,68.5
MI-141,Presque Isle County,Michigan,67.2,115,2.8,64.3
MI-143,Roscommon County,Michigan,67.1,113,2.4,64.7
MI-145,Saginaw County,Michigan,70.5,110,2,68.5
MI-147,St. Clair County,Michigan,71.3,115,2.7,68.6
MI-149,St. Joseph County,Michigan,71,99,1.2,69.8
MI-151,Sanilac County,Michigan,69.5,115,2.3,67.1
MI-153,Schoolcraft County,Michigan,63.8,85,0.8,63
MI-155,Shiawassee County,Michigan,69.9,98,1.4,68.5
MI-157,Tuscola County,Michigan,69.9,112,2.2,67.7
MI-159,Van Buren County,Michigan,70.7,94,1.3,69.5
MI-161,Washtenaw County,Michigan,70.6,106,1.9,68.6
MI-163,Wayne County,Michigan,72.7,115,2.8,69.9
MI-165,Wexford County,Michigan,66.6,104,2.1,64.5
MN-001,Aitkin County,Minnesota,65.6,97,1.4,64.2
MN-003,Anoka County,Minnesota,69.2,65,0.2,69
MN-005,Becker County,Minnesota,66.5,73,0.5,66
MN-007,Beltrami County,Minnesota,65.6,91,1.2,64.4
MN-009,Benton County,Minnesota,68.3,82,0.9,67.3
MN-011,Big Stone County,Minnesota,69.7,84,0.9,68.8
MN-013,Blue Earth County,Minnesota,69.9,57,-0.2,70.1
MN-015,Brown County,Minnesota,70.1,60,-0.1,70.2
MN-017,Carlton County,Minnesota,64.8,99,1.5,63.3
MN-019,Carver County,Minnesota,69.5,63,0,69.5
MN-021,Cass County,Minnesota,66.5,95,1.5,65
MN-023,Chippewa County,Minnesota,69.8,74,0.5,69.3
MN-025,Chisago County,Minnesota,68.4,69,0.3,68.1
MN-027,Clay County,Minnesota,68.6,84,0.8,67.8
MN-029,Clearwater County,Minnesota,65.6,80,0.8,64.9
MN-031,Cook County,Minnesota,61.5,108,1.9,59.6
MN-033,Cottonwood County,Minnesota,69.8,71,0.6,69.2
MN-035,Crow Wing County,Minnesota,67.2,98,1.6,65.6
MN-037,Dakota County,Minnesota,69.9,62,0.1,69.8
MN-039,Dodge County,Minnesota,68.6,76,0.5,68.1
MN-041,Douglas County,Minnesota,67.7,78,0.8,66.9
MN-043,Faribault County,Minnesota,70.2,64,0.2,70
MN-045,Fillmore County,Minnesota,68.5,63,0.3,68.2
MN-047,Freeborn County,Minnesota,69.1,61,0.1,69
MN-049,Goodhue County,Minnesota,69.4,74,0.5,68.9
MN-051,Grant County,Minnesota,68.8,81,0.9,67.9
MN-053,Hennepin County,Minnesota,69.7,64,0.2,69.5
MN-055,Houston County,Minnesota,69.6,63,0.3,69.2
MN-057,Hubbard County,Minnesota,66.4,86,1.3,65.1
MN-059,Isanti County,Minnesota,68.5,72,0.5,68
MN-061,Itasca County,Minnesota,65.1,102,1.7,63.4
MN-063,Jackson County,Minnesota,70,80,0.8,69.2
MN-065,Kanabec County,Minnesota,67.5,92,1.2,66.3
MN-067,Kandiyohi County,Minnesota,68.9,71,0.5,68.4
MN-069,Kittson County,Minnesota,66.6,100,1.8,64.8
MN-071,Koochiching County,Minnesota,64.7,98,1.6,63.1
MN-073,Lac qui Parle County,Minnesota,69.8,71,0.4,69.5
MN-075,Lake County,Minnesota,62.3,89,1.1,61.2
MN-077,Lake of the Woods County,Minnesota,66.1,117,2.5,63.5
MN-079,Le Sueur County,Minnesota,69.2,48,-0.4,69.6
MN-081,Lincoln County,Minnesota,68,42,-0.5,68.5
MN-083,Lyon County,Minnesota,69.3,48,-0.3,69.6
MN-085,McLeod County,Minnesota,69.7,77,0.5,69.2
MN-087,Mahnomen County,Minnesota,66,70,0.4,65.7
MN-089,Marshall County,Minnesota,66.2,81,1,65.2
MN-091,Martin County,Minnesota,70.7,86,1,69.7
MN-093,Meeker County,Minnesota,68.6,65,0.2,68.4
MN-095,Mille Lacs County,Minnesota,67.7,89,1.2,66.5
MN-097,Morrison County,Minnesota,67.9,87,1.1,66.7
MN-099,Mower County,Minnesota,68.5,68,0.4,68.1
MN-101,Murray County,Minnesota,68.7,54,-0.1,68.8
MN-103,Nicollet County,Minnesota,69.7,51,-0.4,70.1
MN-105,Nobles County,Minnesota,69.4,61,0.3,69.1
MN-107,Norman County,Minnesota,67.4,59,0.1,67.3
MN-109,Olmsted County,Minnesota,68.6,73,0.5,68.1
MN-111,Otter Tail County,Minnesota,67.4,70,0.3,67
MN-113,Pennington County,Minnesota,65.8,69,0.2,65.6
MN-115,Pine County,Minnesota,66.7,98,1.5,65.1
MN-117,Pipestone County,Minnesota,68.4,50,-0.4,68.8
MN-119,Polk County,Minnesota,66.8,67,0.3,66.5
MN-121,Pope County,Minnesota,68.6,86,1.1,67.5
MN-123,Ramsey County,Minnesota,69.7,58,-0.1,69.8
MN-125,Red Lake County,Minnesota,65.9,50,-0.2,66.1
MN-127,Redwood County,Minnesota,70,60,0,70
MN-129,Renville County,Minnesota,69.9,70,0.4,69.5
MN-131,Rice County,Minnesota,69.3,63,0.1,69.2
MN-133,Rock County,Minnesota,69.6,54,-0,69.6
MN-135,Roseau County,Minnesota,65.8,106,1.9,63.9
MN-137,St. Louis County,Minnesota,64,101,1.7,62.4
MN-139,Scott County,Minnesota,69.8,59,-0.1,69.9
MN-141,Sherburne County,Minnesota,68.8,77,0.6,68.2
MN-143,Sibley County,Minnesota,69.9,64,0.2,69.7
MN-145,Stearns County,Minnesota,68.2,78,0.6,67.6
MN-147,Steele County,Minnesota,69,69,0.4,68.7
MN-149,Stevens County,Minnesota,69.5,95,1.3,68.2
MN-151,Swift County,Minnesota,69.6,82,0.9,68.7
MN-153,Todd County,Minnesota,67.4,81,0.7,66.7
MN-155,Traverse County,Minnesota,69.2,77,0.6,68.6
MN-157,Wabasha County,Minnesota,69.3,69,0.5,68.8
MN-159,Wadena County,Minnesota,67.2,81,1.1,66.2
MN-161,Waseca County,Minnesota,69.3,61,0.1,69.3
MN-163,Washington County,Minnesota,69.4,59,-0,69.4
MN-165,Watonwan County,Minnesota,70.1,63,0.1,70
MN-167,Wilkin County,Minnesota,69,79,0.7,68.3
MN-169,Winona County,Minnesota,69.2,69,0.6,68.7
MN-171,Wright County,Minnesota,69,71,0.4,68.7
MN-173,Yellow Medicine County,Minnesota,69.6,54,-0.2,69.8
MS-001,Adams County,Mississippi,81.8,111,1.3,80.5
MS-003,Alcorn County,Mississippi,78.6,86,0.6,78
MS-005,Amite County,Mississippi,81.6,124,1.7,79.9
MS-007,Attala County,Mississippi,81.4,122,2.3,79.1
MS-009,Benton County,Mississippi,78.3,75,0.1,78.2
MS-011,Bolivar County,Mississippi,81.7,109,1.2,80.5
MS-013,Calhoun County,Mississippi,80.1,90,0.8,79.3
MS-015,Carroll County,Mississippi,82,124,2.6,79.4
MS-017,Chickasaw County,Mississippi,80.2,89,0.8,79.4
MS-019,Choctaw County,Mississippi,80.6,116,1.9,78.7
MS-021,Claiborne County,Mississippi,81.8,111,1.3,80.5
MS-023,Clarke County,Mississippi,81.7,122,2,79.7
MS-025,Clay County,Mississippi,81.1,105,1.5,79.7
MS-027,Coahoma County,Mississippi,81.5,110,1.3,80.2
MS-029,Copiah County,Mississippi,81.9,117,1.8,80.1
MS-031,Covington County,Mississippi,81.1,109,1.2,79.9
MS-033,DeSoto County,Mississippi,80.5,93,0.7,79.8
MS-035,Forrest County,Mississippi,81.6,114,1.3,80.3
MS-037,Franklin County,Mississippi,81.4,117,1.3,80
MS-039,George County,Mississippi,82.7,128,2.5,80.1
MS-041,Greene County,Mississippi,81.6,114,1.4,80.2
MS-043,Grenada County,Mississippi,81.4,111,1.7,79.7
MS-045,Hancock County,Mississippi,83.1,128,3.1,80
MS-047,Harrison County,Mississippi,82.6,127,2.6,80
MS-049,Hinds County,Mississippi,82.4,121,2.1,80.3
MS-051,Holmes County,Mississippi,82.7,124,2.6,80
MS-053,Humphreys County,Mississippi,83.4,125,2.6,80.8
MS-055,Issaquena County,Mississippi,82.5,121,1.9,80.6
MS-057,Itawamba County,Mississippi,80,94,1,79
MS-059,Jackson County,Mississippi,83.4,129,3.1,80.2
MS-061,Jasper County,Mississippi,81.3,121,1.8,79.5
MS-063,Jefferson County,Mississippi,81.4,103,1.1,80.3
